Epoch,Tm,sigma_Tm
# 1671,2460316.667659171,2838104273902.6997
# 1673,2460322.265460792,inf
1674,2460325.0649533602,0.0012497658000889108
1677,2460333.4531575097,0.001408276564612787
1678,2460336.2521900516,0.000980826923369288
1679,2460339.0466856402,0.0012856855315016948
