Epoch,Tm,sigma_Tm
1730,2460481.72049886,0.0012309765503808222
1731,2460484.515037538,0.0012152738477996486
1732,2460487.313337842,0.00128171865901133
# 1733,2460492.9075505617,0.0009561865555315968
# 1734,2460495.704155791,0.0010754720972360639
# 1735,2460498.5001284378,0.0010362034348306182
# 1736,2460501.302895085,0.001449370192598513
