Epoch,Tm,sigma_Tm
1469,2459751.588293157,0.0015809759240617914
1470,2459754.38490938,0.0008707029380200581
1471,2459757.1789213624,0.0014696944406447626
# 1472,2459762.7769298144,0.0016184608851300783
# 1473,2459765.5723050297,0.0009294000579188737
# 1474,2459768.3689869726,0.0012149823298492036
