BTJD, Flux, Flux_err
2743.9978020298267 , 0.9944601 , 0.0034770006
2743.9991909402943 , 0.9953527 , 0.0034800807
2744.0005798506454 , 0.98432285 , 0.0034626725
2744.0019687609956 , 0.99161613 , 0.0034702565
2744.003357671345 , 0.9929916 , 0.0034749617
2744.00752440228 , 0.9900345 , 0.0034723256
2744.0103022227486 , 0.9827879 , 0.0034653826
2744.013080043216 , 0.9825181 , 0.003462883
2744.0158578636833 , 0.9879001 , 0.0034703612
2744.0172467738016 , 0.9881832 , 0.0034788202
2744.0186356840363 , 0.9927176 , 0.0034738646
2744.020024594154 , 0.9886079 , 0.0034726374
2744.0214135042715 , 0.99263346 , 0.0034696881
2744.0228024145053 , 0.9833528 , 0.0034629067
2744.024191324622 , 0.99048984 , 0.0034693887
2744.0255802346232 , 0.98891467 , 0.003469065
2744.0269691447415 , 0.99417967 , 0.0034719107
2744.0283580548594 , 0.9911822 , 0.003471782
2744.0297469648604 , 0.991763 , 0.003470517
2744.031135874978 , 0.9873832 , 0.0034676758
2744.03252478498 , 0.9944849 , 0.0034754
2744.0339136949806 , 0.9839105 , 0.0034598797
2744.035302604981 , 0.990852 , 0.0034709512
2744.0366915149825 , 0.98635024 , 0.0034644038
2744.0380804249835 , 0.9928374 , 0.0034700367
2744.0394693348685 , 0.9926961 , 0.0034744772
2744.0408582448704 , 0.98763967 , 0.0034677335
2744.0422471547554 , 0.98523396 , 0.0034716593
2744.043636064639 , 0.9843708 , 0.0034639947
2744.0450249745236 , 0.99010164 , 0.0034672979
2744.046413884408 , 0.98970455 , 0.003467442
2744.047802794293 , 0.98847765 , 0.003464624
2744.0491917041786 , 0.9941 , 0.0034704364
2744.050580614064 , 0.9903732 , 0.0034687698
2744.051969523832 , 0.9862919 , 0.0034637228
2744.0533584337163 , 0.98619956 , 0.003461246
2744.0547473434845 , 0.9882427 , 0.0034630806
2744.0561362532526 , 0.97952724 , 0.003452927
2744.057525163021 , 0.9818611 , 0.0034586042
2744.05891407279 , 0.98863775 , 0.0034634736
2744.060302982558 , 0.98489386 , 0.0034599928
2744.0616918923265 , 0.98012155 , 0.0034582552
2744.063080802095 , 0.98578715 , 0.0034591833
2744.064469711746 , 0.98329705 , 0.0034566387
2744.0658586213976 , 0.98510647 , 0.003457837
2744.0672475311667 , 0.9891861 , 0.0034666664
2744.0686364408193 , 0.9856971 , 0.00346087
2744.070025350471 , 0.9839144 , 0.0034574887
2744.071414260123 , 0.9806021 , 0.003451359
2744.072803169776 , 0.97943693 , 0.003449864
2744.0741920793107 , 0.9832336 , 0.0034557274
2744.0755809889615 , 0.97969276 , 0.0034479785
2744.076969898614 , 0.9890253 , 0.0034590624
2744.0783588081495 , 0.9888404 , 0.0034712222
2744.079747717685 , 0.97908777 , 0.0034472886
2744.0811366273374 , 0.98782605 , 0.0034561015
2744.0825255368736 , 0.9764113 , 0.003443091
2744.0839144464085 , 0.98095334 , 0.0034514559
2744.0853033559433 , 0.97503394 , 0.0034413112
2744.086692265363 , 0.9792163 , 0.003450761
2744.0880811748984 , 0.97816604 , 0.0034479334
2744.0894700844337 , 0.97338253 , 0.003441725
2744.0908589938535 , 0.9846723 , 0.0034510747
2744.0922479032724 , 0.9771785 , 0.0034458004
2744.0936368128077 , 0.9780066 , 0.003445666
2744.0950257222266 , 0.97750133 , 0.0034441191
2744.0964146316455 , 0.97856337 , 0.0034468563
2744.0978035410644 , 0.97637284 , 0.0034466358
2744.099192450484 , 0.96989024 , 0.0034320883
2744.1005813597876 , 0.9803706 , 0.0034485122
2744.1019702692065 , 0.9773483 , 0.0034466756
2744.103359178508 , 0.9781989 , 0.003447996
2744.1047480879274 , 0.9769267 , 0.0034430027
2744.1061369972304 , 0.9794761 , 0.003445554
2744.107525906533 , 0.9834998 , 0.0034550899
2744.108914815836 , 0.9725779 , 0.003435143
2744.110303725255 , 0.97762305 , 0.0034478868
2744.1116926345576 , 0.9792259 , 0.0034482847
2744.1130815437446 , 0.9758033 , 0.0034424502
2744.114470453047 , 0.97840333 , 0.0034465308
2744.1158593623495 , 0.97881734 , 0.003445001
2744.1172482715356 , 0.97931254 , 0.0034529704
2744.1186371808385 , 0.97834605 , 0.003445009
2744.120026090025 , 0.984427 , 0.003454972
2744.121414999211 , 0.97966295 , 0.0034588084
2744.122803908398 , 0.9821491 , 0.0034519117
2744.124192817583 , 0.9824972 , 0.0034520826
2744.1255817268852 , 0.9801389 , 0.0034502668
2744.126970635956 , 0.9827284 , 0.003451929
2744.1283595451423 , 0.97718924 , 0.0034452903
2744.1297484543284 , 0.98139507 , 0.0034541734
2744.131137363399 , 0.9832756 , 0.0034557506
2744.132526272586 , 0.98297864 , 0.0034559984
2744.1339151816546 , 0.979764 , 0.003452671
2744.1353040908402 , 0.98046666 , 0.0034512389
2744.136692999911 , 0.9902068 , 0.0034640539
2744.138081908981 , 0.97853476 , 0.00345356
2744.1394708180505 , 0.98269826 , 0.003456636
2744.1408597271206 , 0.9824134 , 0.0034558282
2744.1422486361907 , 0.98337907 , 0.003457801
2744.143637545144 , 0.9758099 , 0.0034475317
2744.1450264542136 , 0.98651963 , 0.0034687822
2744.146415363283 , 0.9853905 , 0.0034594028
2744.147804272236 , 0.9828655 , 0.003458971
2744.1491931813066 , 0.98534626 , 0.003458769
2744.1505820902607 , 0.9868826 , 0.0034633207
2744.1519709992144 , 0.9888996 , 0.0034654671
2744.153359908284 , 0.99199206 , 0.0034695773
2744.1547488172373 , 0.98257047 , 0.0034592613
2744.1561377261896 , 0.98209226 , 0.0034586645
2744.157526635027 , 0.99188346 , 0.0034689985
2744.158915543981 , 0.99324757 , 0.0034751715
2744.1603044529347 , 0.9832273 , 0.0034595756
2744.161693361888 , 0.98814255 , 0.0034643428
2744.163082270725 , 0.99422187 , 0.0034736444
2744.164471179679 , 0.9843982 , 0.0034598545
2744.165860088515 , 0.98485196 , 0.003461609
2744.1672489974685 , 0.98383236 , 0.0034606934
2744.168637906306 , 0.98421323 , 0.0034617798
2744.1700268151426 , 0.9889952 , 0.0034723305
2744.17141572398 , 0.992732 , 0.0034707529
2744.1728046328176 , 0.98725414 , 0.0034661805
2744.174193541654 , 0.988615 , 0.0034648979
2744.17558245049 , 0.9943267 , 0.0034791913
2744.1769713593276 , 0.98887646 , 0.0034683428
2744.178360268048 , 0.98922664 , 0.003469274
2744.1797491768853 , 0.9881977 , 0.0034680918
2744.181138085723 , 0.9897066 , 0.0034713426
2744.182526994444 , 0.9916483 , 0.003471398
2744.1839159031642 , 0.9964281 , 0.0034834442
2744.185304812001 , 0.9947082 , 0.0034743424
2744.1866937207215 , 0.99403316 , 0.003473338
2744.188082629442 , 0.9891018 , 0.00347181
2744.1894715381627 , 0.9954271 , 0.0034780928
2744.1908604468836 , 0.9926702 , 0.0034757524
2744.192249355604 , 0.9996356 , 0.003479961
2744.193638264325 , 0.9921915 , 0.0034732108
2744.1950271730457 , 0.99410826 , 0.0034736777
2744.196416081766 , 0.9907906 , 0.0034724744
2744.19780499037 , 0.9895813 , 0.003469385
2744.1991938990905 , 0.99335843 , 0.003475375
2744.2005828076954 , 0.9905989 , 0.0034726008
2744.2019717164158 , 0.99069095 , 0.0034738346
2744.20336062502 , 0.99462736 , 0.003474967
2744.204749533624 , 0.98930055 , 0.0034700122
2744.206138442344 , 0.99453527 , 0.0034753552
2744.207527350948 , 0.9911403 , 0.003472751
2744.208916259553 , 0.9924382 , 0.003478169
2744.210305168157 , 0.98588836 , 0.0034663193
2744.211694076761 , 0.9911155 , 0.003471709
2744.213082985366 , 0.9960547 , 0.0034792102
2744.2144718938544 , 0.9880632 , 0.003469294
2744.215860802458 , 0.991004 , 0.0034728015
2744.2172497110614 , 0.9933664 , 0.003477374
2744.2186386196663 , 0.9923976 , 0.0034741068
2744.220027528154 , 0.99322426 , 0.0034764323
2744.221416436758 , 0.9916048 , 0.0034741312
2744.2228053452463 , 0.99127847 , 0.003474667
2744.224194253734 , 0.9930295 , 0.003475572
2744.225583162338 , 0.9913373 , 0.0034733866
2744.2269720708255 , 0.98497474 , 0.0034655277
2744.228360979313 , 0.9908866 , 0.003473936
2744.2297498878006 , 0.9947341 , 0.003477493
2744.231138796289 , 0.9982188 , 0.0034828288
2744.2325277047776 , 0.9878293 , 0.0034666653
2744.233916613265 , 0.9902961 , 0.0034745338
2744.235305521752 , 0.99103796 , 0.0034746851
2744.23669443024 , 0.9875641 , 0.0034731452
2744.238083338728 , 0.98662204 , 0.0034686483
2744.239472247099 , 0.9939208 , 0.0034760667
2744.2408611555875 , 0.9938251 , 0.0034773347
2744.2422500639586 , 0.9948625 , 0.0034789988
2744.243638972446 , 0.9866958 , 0.0034660923
2744.245027880934 , 0.9933525 , 0.0034760288
2744.2464167893054 , 0.99437386 , 0.0034759827
2744.247805697677 , 0.9850246 , 0.003465441
2744.249194606048 , 0.98905295 , 0.00347083
2744.250583514536 , 0.98389876 , 0.0034631502
2744.251972422908 , 0.99353313 , 0.003475237
2744.253361331279 , 0.98820484 , 0.0034665987
2744.254750239651 , 0.9896817 , 0.0034687296
2744.2561391480212 , 0.9847309 , 0.0034631954
2744.257528056392 , 0.98706824 , 0.003467664
2744.258916964764 , 0.99197936 , 0.0034708518
2744.2603058731356 , 0.98829406 , 0.0034738602
2744.2616947813904 , 0.99001765 , 0.0034741533
2744.2630836897624 , 0.9909171 , 0.0034702648
2744.264472598134 , 0.9839717 , 0.003459829
2744.2658615063883 , 0.9855831 , 0.0034648704
2744.267250414759 , 0.99204797 , 0.0034680828
2744.2686393230147 , 0.9852188 , 0.003464469
2744.270028231386 , 0.9863772 , 0.0034643281
2744.2714171396406 , 0.9878096 , 0.0034730684
2744.2728060480126 , 0.98389566 , 0.0034601195
2744.274194956268 , 0.9850573 , 0.0034644215
2744.2755838645216 , 0.9876328 , 0.0034730225
2744.2769727728933 , 0.985866 , 0.003462392
2744.278361681148 , 0.99147135 , 0.0034665072
2744.2797505894027 , 0.9805958 , 0.0034611805
2744.2811394976584 , 0.9855904 , 0.003462246
2744.282528405914 , 0.9792318 , 0.0034551602
2744.2839173141692 , 0.9877765 , 0.0034698884
2744.285306222423 , 0.98075396 , 0.003456467
2744.286695130678 , 0.98544997 , 0.0034630233
2744.288084038816 , 0.9757855 , 0.0034492458
2744.2894729470713 , 0.98861694 , 0.0034661738
2744.290861855327 , 0.9745303 , 0.0034510929
2744.2922507635817 , 0.98180324 , 0.0034578382
2744.29363967172 , 0.98380756 , 0.0034598918
2744.2950285799757 , 0.98556936 , 0.003462656
2744.2964174881145 , 0.9884489 , 0.003471481
2744.2978063963683 , 0.9820371 , 0.0034596173
2744.2991953046235 , 0.9864353 , 0.0034636965
2744.3005842127623 , 0.98055214 , 0.0034569022
2744.3019731209006 , 0.9785897 , 0.0034540445
2744.303362029156 , 0.98198295 , 0.0034604464
2744.304750937295 , 0.9765466 , 0.0034557302
2744.306139845433 , 0.9801263 , 0.0034629325
2744.3075287535703 , 0.9827023 , 0.0034633265
2744.308917661826 , 0.97653204 , 0.0034530414
2744.3103065699643 , 0.97710353 , 0.003461718
2744.311695478103 , 0.97585124 , 0.003456429
2744.3130843862423 , 0.97856236 , 0.0034594047
2744.314473294381 , 0.97460437 , 0.00345578
2744.315862202519 , 0.97375655 , 0.0034572664
2744.317251110657 , 0.9779455 , 0.0034598825
2744.318640018796 , 0.97772557 , 0.0034595628
2744.320028926818 , 0.9791415 , 0.0034621826
2744.3214178349563 , 0.97918975 , 0.0034648094
2744.3228067430955 , 0.9762009 , 0.0034627398
2744.324195651234 , 0.9776857 , 0.0034700837
2744.325584559256 , 0.9747842 , 0.0034622343
2744.326973467395 , 0.9774905 , 0.0034667263
2744.3283623755324 , 0.9834397 , 0.0034746625
2744.3297512835543 , 0.9852641 , 0.0034735692
2744.3311401916935 , 0.9825672 , 0.003473547
2744.3325290997163 , 0.9848804 , 0.003476652
2744.3339180078547 , 0.9847386 , 0.0034804249
2744.335306915877 , 0.98028237 , 0.0034758619
2744.3366958240154 , 0.9771764 , 0.003475279
2744.338084732037 , 0.9819792 , 0.0034815895
2744.3394736400587 , 0.9828877 , 0.0034842982
2744.340862548198 , 0.9802008 , 0.003487722
2744.34225145622 , 0.974303 , 0.0034798156
2744.3436403642418 , 0.9790298 , 0.0034892617
2744.3450292722646 , 0.9888808 , 0.0034994024
2744.3464181802865 , 0.98667973 , 0.0035000527
2744.347807088425 , 0.9808271 , 0.0034931628
2744.3491959964467 , 0.9806265 , 0.003497931
2744.3505849044695 , 0.9776351 , 0.0034984015
2744.3519738124915 , 0.98604625 , 0.0035137902
2744.3533627205134 , 0.98140424 , 0.0035039594
2744.354751628536 , 0.98169833 , 0.0035095436
2744.3561405365576 , 0.9823758 , 0.0035149353
2744.3575294444627 , 0.9806835 , 0.0035109385
2744.3589183524855 , 0.98354506 , 0.003522153
2744.3603072605074 , 0.98949736 , 0.0035257747
2744.3616961685293 , 0.9844074 , 0.0035265542
2744.363085076552 , 0.98769486 , 0.0035314201
2744.364473984575 , 0.98536533 , 0.0035284108
2744.3658628924804 , 0.9846616 , 0.0035321352
2744.3672518005014 , 0.9853549 , 0.0035402102
2744.368640708524 , 0.9905586 , 0.0035454698
2744.3700296164297 , 0.98482776 , 0.00354045
2744.3714185244517 , 0.99001044 , 0.0035512575
2744.372807432358 , 0.98813534 , 0.0035503302
2744.37419634038 , 0.9837388 , 0.003546687
2744.375585248402 , 0.98893344 , 0.003556273
2744.3769741563074 , 0.98636436 , 0.0035562457
2744.3783630643293 , 0.9870475 , 0.0035569337
2744.3797519722348 , 0.9912415 , 0.0035634749
2744.3811408801407 , 0.9884366 , 0.0035614916
2744.3825297881635 , 0.99516 , 0.0035739364
2744.3839186960695 , 0.99315834 , 0.0035720735
2744.385307603975 , 0.9870264 , 0.0035689138
2744.386696511997 , 0.9925711 , 0.0035756982
2744.388085419902 , 0.98869056 , 0.0035748135
2744.3894743278074 , 0.99541116 , 0.0035791374
2744.3908632358302 , 0.98712945 , 0.003577604
2744.392252143736 , 0.985326 , 0.0035772591
2744.3936410516417 , 0.9907653 , 0.0035824992
2744.395029959548 , 0.9958365 , 0.0035915554
2744.396418867454 , 0.9922421 , 0.0035893703
2744.397807775359 , 0.99525964 , 0.00359939
