BTJD, Flux, Flux_err
2797.102299307246 , 0.99599916 , 0.0028115967
2797.1036881830514 , 1.0033113 , 0.0028219551
2797.1050770589736 , 0.9978644 , 0.0028132806
2797.106465934896 , 0.99672484 , 0.0028129
2797.107854810817 , 0.99797153 , 0.0028127092
2797.109243686624 , 0.9975643 , 0.0028140931
2797.110632562546 , 0.99750245 , 0.0028137022
2797.112021438352 , 0.99993056 , 0.0028152321
2797.1134103142745 , 1.0040758 , 0.0028190375
2797.1147991900807 , 1.0024194 , 0.0028171504
2797.116188066003 , 1.0011817 , 0.0028163316
2797.1175769418082 , 1.0001205 , 0.0028148063
2797.11896581773 , 1.0031803 , 0.0028242574
2797.1203546935362 , 1.0039635 , 0.0028193868
2797.1217435693416 , 0.9996191 , 0.0028139956
2797.1231324452633 , 0.9938676 , 0.002809576
2797.1245213210696 , 0.99880683 , 0.0028129066
2797.1259101968753 , 0.99597317 , 0.0028135634
2797.1272990726807 , 0.99310166 , 0.0028088065
2797.1286879486024 , 1.0028354 , 0.0028202974
2797.130076824408 , 0.9972617 , 0.0028131008
2797.131465700214 , 0.9957932 , 0.002812025
2797.1328545760193 , 1.0002432 , 0.0028184026
2797.1342434518256 , 0.9947426 , 0.0028106775
2797.1356323276314 , 0.99132025 , 0.0028066013
2797.1370212034367 , 0.99843657 , 0.002814901
2797.138410079242 , 0.9954143 , 0.0028123339
2797.139798955048 , 1.0007935 , 0.0028162072
2797.1411878308536 , 0.9948815 , 0.0028100943
2797.1425767065425 , 0.99988705 , 0.002817495
2797.1439655823488 , 0.989366 , 0.0028046325
2797.1453544581545 , 0.9964908 , 0.0028134673
2797.14674333396 , 0.99524957 , 0.0028141842
2797.148132209765 , 0.9959356 , 0.0028094333
2797.1495210854546 , 0.9949138 , 0.002808713
2797.1509099612604 , 0.98865294 , 0.0028054696
2797.1522988370652 , 0.9913066 , 0.0028118563
2797.1536877127555 , 0.99415505 , 0.0028075615
2797.1550765885613 , 0.99499154 , 0.002808454
2797.1564654642502 , 0.9874781 , 0.0028029112
2797.1578543400556 , 0.99555606 , 0.0028094873
2797.159243215745 , 0.99047726 , 0.00280822
2797.1606320915507 , 0.9924431 , 0.0028056472
